treatment_key,year,location,test_id,experiment_name,watered,planting_date,digging_date,test_entry,variety_key,variety,treatment,block,plot_number,plot_weight,total_seed_weight,total_seed_count,calc_seed_weight_200,seed_weight_200,seed_weight_100,seed_per_pound,peanut_yield,moisture,tsmk,ok,dk,elk,fancy,maturity_code,maturity,market_type,plot_harvest_length,plot_harvest_width,plots_per_acre,plot_row_number,plot_column_number,notes,plots
AU-NPL 17ø507PN22-119,2022,Midville,507PN,507PN22,TRUE,,,,1010,AU-NPL 17,,1,119,,,,-9,,,-9,-9,,,,,,,,Unknown,,20,6,363,2,2,,
AU-NPL 17ø507PN22-217,2022,Midville,507PN,507PN22,TRUE,,,,1010,AU-NPL 17,,2,217,,,,-9,,,-9,-9,,,,,,,,Unknown,,20,6,363,7,5,,
AU-NPL 17ø507PN22-319,2022,Midville,507PN,507PN22,TRUE,,,,1010,AU-NPL 17,,3,319,,,,-9,,,-9,-9,,,,,,,,Unknown,,20,6,363,2,8,,
AU-NPL 17ø507PN22-416,2022,Midville,507PN,507PN22,TRUE,,,,1010,AU-NPL 17,,4,416,,,,-9,,,-9,-9,,,,,,,,Unknown,,20,6,363,16,8,,
AU-NPL 17ø507PN22-529,2022,Midville,507PN,507PN22,TRUE,,,,1010,AU-NPL 17,,5,529,,,,-9,,,-9,-9,,,,,,,,Unknown,,20,6,363,19,4,,
AU-NPL 17ø507PN22-615,2022,Midville,507PN,507PN22,TRUE,,,,1010,AU-NPL 17,,6,615,,,,-9,,,-9,-9,,,,,,,,Unknown,,20,6,363,15,2,,
AU-NPL 17ø508PN22-119,2022,Midville,508PN,508PN22,FALSE,,,,1010,AU-NPL 17,,1,119,,,,-9,,,-9,-9,,,,,,,,Unknown,,20,6,363,2,2,,
AU-NPL 17ø508PN22-217,2022,Midville,508PN,508PN22,FALSE,,,,1010,AU-NPL 17,,2,217,,,,-9,,,-9,-9,,,,,,,,Unknown,,20,6,363,7,5,,
AU-NPL 17ø508PN22-319,2022,Midville,508PN,508PN22,FALSE,,,,1010,AU-NPL 17,,3,319,,,,-9,,,-9,-9,,,,,,,,Unknown,,20,6,363,2,8,,
AU-NPL 17ø508PN22-416,2022,Midville,508PN,508PN22,FALSE,,,,1010,AU-NPL 17,,4,416,,,,-9,,,-9,-9,,,,,,,,Unknown,,20,6,363,16,8,,
AU-NPL 17ø508PN22-529,2022,Midville,508PN,508PN22,FALSE,,,,1010,AU-NPL 17,,5,529,,,,-9,,,-9,-9,,,,,,,,Unknown,,20,6,363,19,4,,
AU-NPL 17ø508PN22-615,2022,Midville,508PN,508PN22,FALSE,,,,1010,AU-NPL 17,,6,615,,,,-9,,,-9,-9,,,,,,,,Unknown,,20,6,363,15,2,,
AU-NPL 17ø607PN22-109,2022,Tifton,607PN,607PN22,TRUE,,,,1010,AU-NPL 17,,1,109,,,,-9,,,-9,-9,,,,,,,,Unknown,,20,6,363,4,2,,
AU-NPL 17ø607PN22-209,2022,Tifton,607PN,607PN22,TRUE,,,,1010,AU-NPL 17,,2,209,,,,-9,,,-9,-9,,,,,,,,Unknown,,20,6,363,3,7,,
AU-NPL 17ø607PN22-323,2022,Tifton,607PN,607PN22,TRUE,,,,1010,AU-NPL 17,,3,323,,,,-9,,,-9,-9,,,,,,,,Unknown,,20,6,363,2,14,,
AU-NPL 17ø607PN22-423,2022,Tifton,607PN,607PN22,TRUE,,,,1010,AU-NPL 17,,4,423,,,,-9,,,-9,-9,,,,,,,,Unknown,,20,6,363,11,12,,
AU-NPL 17ø607PN22-529,2022,Tifton,607PN,607PN22,TRUE,,,,1010,AU-NPL 17,,5,529,,,,-9,,,-9,-9,,,,,,,,Unknown,,20,6,363,11,6,,
AU-NPL 17ø607PN22-621,2022,Tifton,607PN,607PN22,TRUE,,,,1010,AU-NPL 17,,6,621,,,,-9,,,-9,-9,,,,,,,,Unknown,,20,6,363,9,2,,
AU-NPL 17ø608PN22-119,2022,Tifton,608PN,608PN22,FALSE,,,,1010,AU-NPL 17,,1,119,,,,-9,,,-9,-9,,,,,,,,Unknown,,20,6,363,2,2,,
AU-NPL 17ø608PN22-217,2022,Tifton,608PN,608PN22,FALSE,,,,1010,AU-NPL 17,,2,217,,,,-9,,,-9,-9,,,,,,,,Unknown,,20,6,363,7,5,,
AU-NPL 17ø608PN22-319,2022,Tifton,608PN,608PN22,FALSE,,,,1010,AU-NPL 17,,3,319,,,,-9,,,-9,-9,,,,,,,,Unknown,,20,6,363,2,8,,
AU-NPL 17ø608PN22-416,2022,Tifton,608PN,608PN22,FALSE,,,,1010,AU-NPL 17,,4,416,,,,-9,,,-9,-9,,,,,,,,Unknown,,20,6,363,16,8,,
AU-NPL 17ø608PN22-529,2022,Tifton,608PN,608PN22,FALSE,,,,1010,AU-NPL 17,,5,529,,,,-9,,,-9,-9,,,,,,,,Unknown,,20,6,363,19,4,,
AU-NPL 17ø608PN22-615,2022,Tifton,608PN,608PN22,FALSE,,,,1010,AU-NPL 17,,6,615,,,,-9,,,-9,-9,,,,,,,,Unknown,,20,6,363,15,2,,
AU-NPL 17ø707PN22-119,2022,Plains,707PN,707PN22,TRUE,,,,1010,AU-NPL 17,,1,119,,,,-9,,,-9,-9,,,,,,,,Unknown,,20,6,363,2,2,,
AU-NPL 17ø707PN22-217,2022,Plains,707PN,707PN22,TRUE,,,,1010,AU-NPL 17,,2,217,,,,-9,,,-9,-9,,,,,,,,Unknown,,20,6,363,7,5,,
AU-NPL 17ø707PN22-319,2022,Plains,707PN,707PN22,TRUE,,,,1010,AU-NPL 17,,3,319,,,,-9,,,-9,-9,,,,,,,,Unknown,,20,6,363,2,8,,
AU-NPL 17ø707PN22-416,2022,Plains,707PN,707PN22,TRUE,,,,1010,AU-NPL 17,,4,416,,,,-9,,,-9,-9,,,,,,,,Unknown,,20,6,363,16,8,,
AU-NPL 17ø707PN22-529,2022,Plains,707PN,707PN22,TRUE,,,,1010,AU-NPL 17,,5,529,,,,-9,,,-9,-9,,,,,,,,Unknown,,20,6,363,19,4,,
AU-NPL 17ø707PN22-615,2022,Plains,707PN,707PN22,TRUE,,,,1010,AU-NPL 17,,6,615,,,,-9,,,-9,-9,,,,,,,,Unknown,,20,6,363,15,2,,
AU-NPL 17ø708PN22-119,2022,Plains,708PN,708PN22,FALSE,,,,1010,AU-NPL 17,,1,119,,,,-9,,,-9,-9,,,,,,,,Unknown,,20,6,363,2,2,,
AU-NPL 17ø708PN22-217,2022,Plains,708PN,708PN22,FALSE,,,,1010,AU-NPL 17,,2,217,,,,-9,,,-9,-9,,,,,,,,Unknown,,20,6,363,7,5,,
AU-NPL 17ø708PN22-319,2022,Plains,708PN,708PN22,FALSE,,,,1010,AU-NPL 17,,3,319,,,,-9,,,-9,-9,,,,,,,,Unknown,,20,6,363,2,8,,
AU-NPL 17ø708PN22-416,2022,Plains,708PN,708PN22,FALSE,,,,1010,AU-NPL 17,,4,416,,,,-9,,,-9,-9,,,,,,,,Unknown,,20,6,363,16,8,,
AU-NPL 17ø708PN22-529,2022,Plains,708PN,708PN22,FALSE,,,,1010,AU-NPL 17,,5,529,,,,-9,,,-9,-9,,,,,,,,Unknown,,20,6,363,19,4,,
AU-NPL 17ø708PN22-615,2022,Plains,708PN,708PN22,FALSE,,,,1010,AU-NPL 17,,6,615,,,,-9,,,-9,-9,,,,,,,,Unknown,,20,6,363,15,2,,
AU-NPL 17ø507PN17-726,2017,Midville,507PN,507PN17,TRUE,,,257,1010,AU-NPL 17,,7,726,,,,-9,,,-9,-9,,73,3,0,0,,5,M,Runner,20,6,363,,,,
AU-NPL 17ø507PN17-816,2017,Midville,507PN,507PN17,TRUE,,,257,1010,AU-NPL 17,,8,816,,,671,-9,,67.6,670.9946302,-9,,75,2,0,0,,5,M,Runner,20,6,363,,,,
AU-NPL 17ø508PN17-726,2017,Midville,508PN,508PN17,FALSE,,,257,1010,AU-NPL 17,,7,726,,,672,-9,,67.5,671.9886963,-9,,74,1,0,0,,5,M,Runner,20,6,363,,,,
AU-NPL 17ø508PN17-816,2017,Midville,508PN,508PN17,FALSE,,,257,1010,AU-NPL 17,,8,816,,,709,-9,,64,708.7380781,-9,,71,3,0,0,,5,M,Runner,20,6,363,,,,
AU-NPL 17ø607PN17-726,2017,Tifton,607PN,607PN17,TRUE,,,257,1010,AU-NPL 17,,7,726,,,661,-9,,68.6,661.2133673,-9,,72,5,1,0,,5,M,Runner,20,6,363,,,,
AU-NPL 17ø607PN17-816,2017,Tifton,607PN,607PN17,TRUE,,,257,1010,AU-NPL 17,,8,816,,,670,-9,,67.7,670.0035007,-9,,72,4,0,0,,5,M,Runner,20,6,363,,,,
AU-NPL 17ø608PN17-726,2017,Tifton,608PN,608PN17,FALSE,,,257,1010,AU-NPL 17,,7,726,,,630,-9,,72,629.9894028,-9,,74,4,0,0,,5,M,Runner,20,6,363,,,,
AU-NPL 17ø608PN17-816,2017,Tifton,608PN,608PN17,FALSE,,,257,1010,AU-NPL 17,,8,816,,,619,-9,,73.3,618.8163302,-9,,74,3,0,0,,5,M,Runner,20,6,363,,,,
AU-NPL 17ø707PN17-726,2017,Plains,707PN,707PN17,TRUE,,,257,1010,AU-NPL 17,,7,726,,,661,-9,,68.6,661.2133673,-9,,70,5,0,0,,5,M,Runner,20,6,363,,,,
AU-NPL 17ø707PN17-816,2017,Plains,707PN,707PN17,TRUE,,,257,1010,AU-NPL 17,,8,816,,,644,-9,,70.4,644.3073438,-9,,73,1,0,0,,5,M,Runner,20,6,363,,,,
AU-NPL 17ø708PN17-726,2017,Plains,708PN,708PN17,FALSE,,,257,1010,AU-NPL 17,,7,726,,,644,-9,,70.5,643.3934326,-9,,72,3,1,0,,5,M,Runner,20,6,363,,,,
AU-NPL 17ø708PN17-816,2017,Plains,708PN,708PN17,FALSE,,,257,1010,AU-NPL 17,,8,816,,,652,-9,,69.5,652.6508921,-9,,71,2,1,0,,5,M,Runner,20,6,363,,,,
AU-NPL 17ø507PN18-714,2018,Midville,507PN,507PN18,TRUE,,,257,1010,AU-NPL 17,,7,714,,,799,-9,,56.8,798.5781162,-9,,,,,,,,Unknown,Runner,20,6,363,,,,
AU-NPL 17ø507PN18-714,2018,Midville,507PN,507PN18,TRUE,,,257,1010,AU-NPL 17,,7,714,,,696,-9,,65.2,695.693819,-9,,,,,,,,Unknown,Runner,20,6,363,,,,
AU-NPL 17ø507PN18-714,2018,Midville,507PN,507PN18,TRUE,,,257,1010,AU-NPL 17,,7,714,,,687,-9,,66,687.2611667,-9,,73,3,0,,,,Unknown,Runner,20,6,363,,,,
AU-NPL 17ø507PN18-829,2018,Midville,507PN,507PN18,TRUE,,,257,1010,AU-NPL 17,,8,829,,,800,-9,,56.7,799.9865432,-9,,,,,,,,Unknown,Runner,20,6,363,,,,
AU-NPL 17ø507PN18-829,2018,Midville,507PN,507PN18,TRUE,,,257,1010,AU-NPL 17,,8,829,,,761,-9,,59.6,761.0610235,-9,,,,,,,,Unknown,Runner,20,6,363,,,,
AU-NPL 17ø507PN18-829,2018,Midville,507PN,507PN18,TRUE,,,257,1010,AU-NPL 17,,8,829,,,702,-9,,64.6,702.1553715,-9,,76,2,0,,,,Unknown,Runner,20,6,363,,,,
AU-NPL 17ø508PN18-714,2018,Midville,508PN,508PN18,FALSE,,,257,1010,AU-NPL 17,,7,714,,,794,-9,,57.1,794.3824343,-9,,73,2,0,,,,Unknown,Runner,20,6,363,,,,
AU-NPL 17ø508PN18-714,2018,Midville,508PN,508PN18,FALSE,,,257,1010,AU-NPL 17,,7,714,,,745,-9,,60.9,744.8150575,-9,,,,,,,,Unknown,Runner,20,6,363,,,,
AU-NPL 17ø508PN18-714,2018,Midville,508PN,508PN18,FALSE,,,257,1010,AU-NPL 17,,7,714,,,740,-9,,61.3,739.9549266,-9,,,,,,,,Unknown,Runner,20,6,363,,,,
AU-NPL 17ø508PN18-829,2018,Midville,508PN,508PN18,FALSE,,,257,1010,AU-NPL 17,,8,829,,,689,-9,,65.8,689.3501064,-9,,76,1,0,,,,Unknown,Runner,20,6,363,,,,
AU-NPL 17ø508PN18-829,2018,Midville,508PN,508PN18,FALSE,,,257,1010,AU-NPL 17,,8,829,,,658,-9,,68.9,658.3343541,-9,,,,,,,,Unknown,Runner,20,6,363,,,,
AU-NPL 17ø508PN18-829,2018,Midville,508PN,508PN18,FALSE,,,257,1010,AU-NPL 17,,8,829,,,657,-9,,69,657.3802464,-9,,,,,,,,Unknown,Runner,20,6,363,,,,
AU-NPL 17ø607PN18-730,2018,Tifton,607PN,607PN18,TRUE,,,257,1010,AU-NPL 17,,7,730,,,814,-9,,55.7,814.3489587,-9,,72,2,1,,,,Unknown,Runner,20,6,363,,,,
AU-NPL 17ø607PN18-730,2018,Tifton,607PN,607PN18,TRUE,,,257,1010,AU-NPL 17,,7,730,,,781,-9,,58.1,780.709759,-9,,,,,,,,Unknown,Runner,20,6,363,,,,
AU-NPL 17ø607PN18-730,2018,Tifton,607PN,607PN18,TRUE,,,257,1010,AU-NPL 17,,7,730,,,761,-9,,59.6,761.0610235,-9,,,,,,,,Unknown,Runner,20,6,363,,,,
AU-NPL 17ø607PN18-808,2018,Tifton,607PN,607PN18,TRUE,,,257,1010,AU-NPL 17,,8,808,,,770,-9,,58.9,770.1058913,-9,,,,,,,,Unknown,Runner,20,6,363,,,,
AU-NPL 17ø607PN18-808,2018,Tifton,607PN,607PN18,TRUE,,,257,1010,AU-NPL 17,,8,808,,,738,-9,,61.5,737.5485691,-9,,,,,,,,Unknown,Runner,20,6,363,,,,
AU-NPL 17ø607PN18-808,2018,Tifton,607PN,607PN18,TRUE,,,257,1010,AU-NPL 17,,8,808,,,717,-9,,63.3,716.575624,-9,,68,5,2,,,,Unknown,Runner,20,6,363,,,,
AU-NPL 17ø608PN18-714,2018,Tifton,608PN,608PN18,FALSE,,,257,1010,AU-NPL 17,,7,714,,,853,-9,,53.2,852.6172368,-9,,,,,,,,Unknown,Runner,20,6,363,,,,
AU-NPL 17ø608PN18-714,2018,Tifton,608PN,608PN18,FALSE,,,257,1010,AU-NPL 17,,7,714,,,842,-9,,53.9,841.5442857,-9,,,,,,,,Unknown,Runner,20,6,363,,,,
AU-NPL 17ø608PN18-714,2018,Tifton,608PN,608PN18,FALSE,,,257,1010,AU-NPL 17,,7,714,,,719,-9,,63.1,718.8468621,-9,,68,3,3,,,,Unknown,Runner,20,6,363,,,,
AU-NPL 17ø608PN18-829,2018,Tifton,608PN,608PN18,FALSE,,,257,1010,AU-NPL 17,,8,829,,,871,-9,,52.1,870.6187524,-9,,,,,,,,Unknown,Runner,20,6,363,,,,
AU-NPL 17ø608PN18-829,2018,Tifton,608PN,608PN18,FALSE,,,257,1010,AU-NPL 17,,8,829,,,838,-9,,54.1,838.4332163,-9,,,,,,,,Unknown,Runner,20,6,363,,,,
AU-NPL 17ø608PN18-829,2018,Tifton,608PN,608PN18,FALSE,,,257,1010,AU-NPL 17,,8,829,,,733,-9,,61.9,732.782504,-9,,73,3,0,,,,Unknown,Runner,20,6,363,,,,
AU-NPL 17ø707PN18-714,2018,Plains,707PN,707PN18,TRUE,,,257,1010,AU-NPL 17,,7,714,,,810,-9,,56,809.986375,-9,,76,2,0,,,,Unknown,Runner,20,6,363,,,,
AU-NPL 17ø707PN18-714,2018,Plains,707PN,707PN18,TRUE,,,257,1010,AU-NPL 17,,7,714,,,682,-9,,66.5,682.0937895,-9,,,,,,,,Unknown,Runner,20,6,363,,,,
AU-NPL 17ø707PN18-714,2018,Plains,707PN,707PN18,TRUE,,,257,1010,AU-NPL 17,,7,714,,,678,-9,,66.9,678.0155007,-9,,,,,,,,Unknown,Runner,20,6,363,,,,
AU-NPL 17ø707PN18-829,2018,Plains,707PN,707PN18,TRUE,,,257,1010,AU-NPL 17,,8,829,,,675,-9,,67.2,674.9886458,-9,,,,,,,,Unknown,Runner,20,6,363,,,,
AU-NPL 17ø707PN18-829,2018,Plains,707PN,707PN18,TRUE,,,257,1010,AU-NPL 17,,8,829,,,674,-9,,67.3,673.9856909,-9,,,,,,,,Unknown,Runner,20,6,363,,,,
AU-NPL 17ø707PN18-829,2018,Plains,707PN,707PN18,TRUE,,,257,1010,AU-NPL 17,,8,829,,,658,-9,,68.9,658.3343541,-9,,73,3,1,,,,Unknown,Runner,20,6,363,,,,
AU-NPL 17ø708PN18-714,2018,Plains,708PN,708PN18,FALSE,,,257,1010,AU-NPL 17,,7,714,,,764,-9,,59.4,763.6235185,-9,,70,4,2,,,,Unknown,Runner,20,6,363,,,,
AU-NPL 17ø708PN18-714,2018,Plains,708PN,708PN18,FALSE,,,257,1010,AU-NPL 17,,7,714,,,741,-9,,61.2,741.1640033,-9,,,,,,,,Unknown,Runner,20,6,363,,,,
AU-NPL 17ø708PN18-714,2018,Plains,708PN,708PN18,FALSE,,,257,1010,AU-NPL 17,,7,714,,,722,-9,,62.8,722.2808439,-9,,,,,,,,Unknown,Runner,20,6,363,,,,
AU-NPL 17ø708PN18-829,2018,Plains,708PN,708PN18,FALSE,,,257,1010,AU-NPL 17,,8,829,,,849,-9,,53.4,849.4239139,-9,,,,,,,,Unknown,Runner,20,6,363,,,,
AU-NPL 17ø708PN18-829,2018,Plains,708PN,708PN18,FALSE,,,257,1010,AU-NPL 17,,8,829,,,775,-9,,58.5,775.3715726,-9,,,,,,,,Unknown,Runner,20,6,363,,,,
AU-NPL 17ø708PN18-829,2018,Plains,708PN,708PN18,FALSE,,,257,1010,AU-NPL 17,,8,829,,,730,-9,,62.1,730.422496,-9,,73,2,0,,,,Unknown,Runner,20,6,363,,,,
AU-NPL 17ø507PN19-706,2019,Midville,507PN,507PN19,TRUE,,,257,1010,AU-NPL 17,,7,706,,,804,-9,,56.4,804.2417908,-9,,,,,,,5,M,Runner,20,6,363,,,,
AU-NPL 17ø507PN19-706,2019,Midville,507PN,507PN19,TRUE,,,257,1010,AU-NPL 17,,7,706,,,751,-9,,60.4,750.980745,-9,,74,3,0,0,,5,M,Runner,20,6,363,,,,
AU-NPL 17ø507PN19-804,2019,Midville,507PN,507PN19,TRUE,,,257,1010,AU-NPL 17,,8,804,,,783,-9,,57.9,783.4065112,-9,,74,2,1,0,,5,M,Runner,20,6,363,,,,
AU-NPL 17ø507PN19-804,2019,Midville,507PN,507PN19,TRUE,,,257,1010,AU-NPL 17,,8,804,,,676,-9,,67.1,675.9945902,-9,,,,,,,5,M,Runner,20,6,363,,,,
AU-NPL 17ø508PN19-706,2019,Midville,508PN,508PN19,FALSE,,,257,1010,AU-NPL 17,,7,706,,,1067,-9,,42.5,1067.276165,-9,,,,,,,5,M,Runner,20,6,363,,,,
AU-NPL 17ø508PN19-706,2019,Midville,508PN,508PN19,FALSE,,,257,1010,AU-NPL 17,,7,706,,,881,-9,,51.5,880.7618835,-9,,63,13,0,0,,5,M,Runner,20,6,363,,,,
AU-NPL 17ø508PN19-804,2019,Midville,508PN,508PN19,FALSE,,,257,1010,AU-NPL 17,,8,804,,,965,-9,,47,965.0901489,-9,,64,10,1,0,,5,M,Runner,20,6,363,,,,
AU-NPL 17ø508PN19-804,2019,Midville,508PN,508PN19,FALSE,,,257,1010,AU-NPL 17,,8,804,,,915,-9,,49.6,914.500746,-9,,,,,,,5,M,Runner,20,6,363,,,,
AU-NPL 17ø607PN19-706,2019,Tifton,607PN,607PN19,TRUE,,,257,1010,AU-NPL 17,,7,706,,,708,-9,,64.1,707.6324025,-9,,74,1,1,0,,5,M,Runner,20,6,363,,,,
AU-NPL 17ø607PN19-706,2019,Tifton,607PN,607PN19,TRUE,,,257,1010,AU-NPL 17,,7,706,,,701,-9,,64.7,701.0701236,-9,,,,,,,5,M,Runner,20,6,363,,,,
AU-NPL 17ø607PN19-804,2019,Tifton,607PN,607PN19,TRUE,,,257,1010,AU-NPL 17,,8,804,,,746,-9,,60.8,746.0400822,-9,,72,3,1,0,,5,M,Runner,20,6,363,,,,
AU-NPL 17ø607PN19-804,2019,Tifton,607PN,607PN19,TRUE,,,257,1010,AU-NPL 17,,8,804,,,686,-9,,66.1,686.2214372,-9,,,,,,,5,M,Runner,20,6,363,,,,
AU-NPL 17ø608PN19-706,2019,Tifton,608PN,608PN19,FALSE,,,257,1010,AU-NPL 17,,7,706,,,819,-9,,55.4,818.7587906,-9,,,,,,,5,M,Runner,20,6,363,,,,
AU-NPL 17ø608PN19-706,2019,Tifton,608PN,608PN19,FALSE,,,257,1010,AU-NPL 17,,7,706,,,725,-9,,62.6,724.5884505,-9,,72,2,1,0,,5,M,Runner,20,6,363,,,,
AU-NPL 17ø608PN19-804,2019,Tifton,608PN,608PN19,FALSE,,,257,1010,AU-NPL 17,,8,804,,,734,-9,,61.8,733.9682362,-9,,,,,,,5,M,Runner,20,6,363,,,,
AU-NPL 17ø608PN19-804,2019,Tifton,608PN,608PN19,FALSE,,,257,1010,AU-NPL 17,,8,804,,,709,-9,,64,708.7380781,-9,,73,1,1,0,,5,M,Runner,20,6,363,,,,
AU-NPL 17ø707PN19-706,2019,Plains,707PN,707PN19,TRUE,,,257,1010,AU-NPL 17,,7,706,,,720,-9,,63,719.9878889,-9,,,,,,,5,M,Runner,20,6,363,,,,
AU-NPL 17ø707PN19-706,2019,Plains,707PN,707PN19,TRUE,,,257,1010,AU-NPL 17,,7,706,,,617,-9,,73.5,617.1324762,-9,,76,1,1,0,,5,M,Runner,20,6,363,,,,
AU-NPL 17ø707PN19-804,2019,Plains,707PN,707PN19,TRUE,,,257,1010,AU-NPL 17,,8,804,,,648,-9,,70,647.9891,-9,,,,,,,5,M,Runner,20,6,363,,,,
AU-NPL 17ø707PN19-804,2019,Plains,707PN,707PN19,TRUE,,,257,1010,AU-NPL 17,,8,804,,,630,-9,,72,629.9894028,-9,,75,3,0,0,,5,M,Runner,20,6,363,,,,
AU-NPL 17ø708PN19-706,2019,Plains,708PN,708PN19,FALSE,,,257,1010,AU-NPL 17,,7,706,,,781,-9,,58.1,780.709759,-9,,73,3,1,0,,5,M,Runner,20,6,363,,,,
AU-NPL 17ø708PN19-706,2019,Plains,708PN,708PN19,FALSE,,,257,1010,AU-NPL 17,,7,706,,,733,-9,,61.9,732.782504,-9,,,,,,,5,M,Runner,20,6,363,,,,
AU-NPL 17ø708PN19-804,2019,Plains,708PN,708PN19,FALSE,,,257,1010,AU-NPL 17,,8,804,,,732,-9,,62,731.6005968,-9,,73,2,2,0,,5,M,Runner,20,6,363,,,,
AU-NPL 17ø708PN19-804,2019,Plains,708PN,708PN19,FALSE,,,257,1010,AU-NPL 17,,8,804,,,732,-9,,62,731.6005968,-9,,,,,,,5,M,Runner,20,6,363,,,,
AU-NPL 17ø607PN20-330,2020,Tifton,607PN,607PN20,TRUE,,,,1010,AU-NPL 17,,3,330,,,820,-9,,55.3,820.2393671,-9,,,,,,,5,M,Runner,20,6,363,,,,
AU-NPL 17ø607PN20-619,2020,Tifton,607PN,607PN20,TRUE,,,,1010,AU-NPL 17,,6,619,,,867,-9,,52.3,867.2894264,-9,,,,,,,5,M,Runner,20,6,363,,,,
AU-NPL 17ø608PN20-303,2020,Tifton,608PN,608PN20,FALSE,,,,1010,AU-NPL 17,,3,303,,,834,-9,,54.4,833.8095037,-9,,,,,,,5,M,Runner,20,6,363,,,,
AU-NPL 17ø608PN20-615,2020,Tifton,608PN,608PN20,FALSE,,,,1010,AU-NPL 17,,6,615,,,766,-9,,59.2,766.2033277,-9,,,,,,,5,M,Runner,20,6,363,,,,
FloRunTM 'T61'ø507PN22-114,2022,Midville,507PN,507PN22,TRUE,,,,1030,FloRunTM 'T61',,1,114,,,,-9,,,-9,-9,,,,,,,,Unknown,,20,6,363,7,2,,
FloRunTM 'T61'ø507PN22-229,2022,Midville,507PN,507PN22,TRUE,,,,1030,FloRunTM 'T61',,2,229,,,,-9,,,-9,-9,,,,,,,,Unknown,,20,6,363,2,6,,
FloRunTM 'T61'ø507PN22-314,2022,Midville,507PN,507PN22,TRUE,,,,1030,FloRunTM 'T61',,3,314,,,,-9,,,-9,-9,,,,,,,,Unknown,,20,6,363,7,8,,
FloRunTM 'T61'ø507PN22-415,2022,Midville,507PN,507PN22,TRUE,,,,1030,FloRunTM 'T61',,4,415,,,,-9,,,-9,-9,,,,,,,,Unknown,,20,6,363,15,8,,
FloRunTM 'T61'ø507PN22-525,2022,Midville,507PN,507PN22,TRUE,,,,1030,FloRunTM 'T61',,5,525,,,,-9,,,-9,-9,,,,,,,,Unknown,,20,6,363,15,4,,
FloRunTM 'T61'ø507PN22-607,2022,Midville,507PN,507PN22,TRUE,,,,1030,FloRunTM 'T61',,6,607,,,,-9,,,-9,-9,,,,,,,,Unknown,,20,6,363,14,3,,
FloRunTM 'T61'ø508PN22-114,2022,Midville,508PN,508PN22,FALSE,,,,1030,FloRunTM 'T61',,1,114,,,,-9,,,-9,-9,,,,,,,,Unknown,,20,6,363,7,2,,
FloRunTM 'T61'ø508PN22-229,2022,Midville,508PN,508PN22,FALSE,,,,1030,FloRunTM 'T61',,2,229,,,,-9,,,-9,-9,,,,,,,,Unknown,,20,6,363,2,6,,
FloRunTM 'T61'ø508PN22-314,2022,Midville,508PN,508PN22,FALSE,,,,1030,FloRunTM 'T61',,3,314,,,,-9,,,-9,-9,,,,,,,,Unknown,,20,6,363,7,8,,
FloRunTM 'T61'ø508PN22-415,2022,Midville,508PN,508PN22,FALSE,,,,1030,FloRunTM 'T61',,4,415,,,,-9,,,-9,-9,,,,,,,,Unknown,,20,6,363,15,8,,
FloRunTM 'T61'ø508PN22-525,2022,Midville,508PN,508PN22,FALSE,,,,1030,FloRunTM 'T61',,5,525,,,,-9,,,-9,-9,,,,,,,,Unknown,,20,6,363,15,4,,
FloRunTM 'T61'ø508PN22-607,2022,Midville,508PN,508PN22,FALSE,,,,1030,FloRunTM 'T61',,6,607,,,,-9,,,-9,-9,,,,,,,,Unknown,,20,6,363,14,3,,
FloRunTM 'T61'ø607PN22-124,2022,Tifton,607PN,607PN22,TRUE,,,,1030,FloRunTM 'T61',,1,124,,,,-9,,,-9,-9,,,,,,,,Unknown,,20,6,363,1,4,,
FloRunTM 'T61'ø607PN22-203,2022,Tifton,607PN,607PN22,TRUE,,,,1030,FloRunTM 'T61',,2,203,,,,-9,,,-9,-9,,,,,,,,Unknown,,20,6,363,4,6,,
FloRunTM 'T61'ø607PN22-310,2022,Tifton,607PN,607PN22,TRUE,,,,1030,FloRunTM 'T61',,3,310,,,,-9,,,-9,-9,,,,,,,,Unknown,,20,6,363,3,12,,
FloRunTM 'T61'ø607PN22-425,2022,Tifton,607PN,607PN22,TRUE,,,,1030,FloRunTM 'T61',,4,425,,,,-9,,,-9,-9,,,,,,,,Unknown,,20,6,363,12,11,,
FloRunTM 'T61'ø607PN22-528,2022,Tifton,607PN,607PN22,TRUE,,,,1030,FloRunTM 'T61',,5,528,,,,-9,,,-9,-9,,,,,,,,Unknown,,20,6,363,10,6,,
FloRunTM 'T61'ø607PN22-614,2022,Tifton,607PN,607PN22,TRUE,,,,1030,FloRunTM 'T61',,6,614,,,,-9,,,-9,-9,,,,,,,,Unknown,,20,6,363,11,3,,
FloRunTM 'T61'ø608PN22-114,2022,Tifton,608PN,608PN22,FALSE,,,,1030,FloRunTM 'T61',,1,114,,,,-9,,,-9,-9,,,,,,,,Unknown,,20,6,363,7,2,,
FloRunTM 'T61'ø608PN22-229,2022,Tifton,608PN,608PN22,FALSE,,,,1030,FloRunTM 'T61',,2,229,,,,-9,,,-9,-9,,,,,,,,Unknown,,20,6,363,2,6,,
FloRunTM 'T61'ø608PN22-314,2022,Tifton,608PN,608PN22,FALSE,,,,1030,FloRunTM 'T61',,3,314,,,,-9,,,-9,-9,,,,,,,,Unknown,,20,6,363,7,8,,
